City,State,Lat,Long,commas,CityState,Opened,Mopened
Alexandria,Virginia,38.8051095,-77.0470229,",","Alexandria,Virginia",3/6/06,3/06
Fayetteville,North Carolina,35.0525759,-78.878292,",","Fayetteville,North Carolina",3/7/06,3/06
Sacramento,California,38.581572,-121.4944,",","Sacramento,California",3/10/06,3/06
Barrington,Illinois,42.1539141,-88.1361888,",","Barrington,Illinois",3/10/06,3/06
Columbus,Georgia,32.4609764,-84.9877094,",","Columbus,Georgia",3/10/06,3/06
Glen Cove,New York,40.862755,-73.6336094,",","Glen Cove,New York",3/10/06,3/06
Cos Cob,Connecticut,41.0334305,-73.5995698,",","Cos Cob,Connecticut",3/10/06,3/06
Spring,Texas,30.0798826,-95.4172549,",","Spring,Texas",3/11/06,3/06
Honolulu,Hawaii,21.304547,-157.8556764,",","Honolulu,Hawaii",3/14/06,3/06
Reno,Nevada,39.5261206,-119.8126581,",","Reno,Nevada",3/15/06,3/06
Bakersfield,California,35.373292,-119.018712,",","Bakersfield,California",3/17/06,3/06
Escondido,California,33.119207,-117.086421,",","Escondido,California",3/17/06,3/06
Tomball,Texas,30.0971621,-95.6160549,",","Tomball,Texas",3/17/06,3/06
Kansas City,Missouri,39.100105,-94.5781416,",","Kansas City,Missouri",3/17/06,3/06
Somers Point,New Jersey,39.3176158,-74.594601,",","Somers Point,New Jersey",3/17/06,3/06
Monroe,Connecticut,41.3325962,-73.2073358,",","Monroe,Connecticut",3/17/06,3/06
Stratford,Connecticut,41.1845415,-73.1331651,",","Stratford,Connecticut",3/17/06,3/06
Dover,New Hampshire,43.198057,-70.8739158,",","Dover,New Hampshire",3/18/06,3/06
Ft. Worth,Texas,32.753177,-97.3327459,",","Ft. Worth,Texas",3/24/06,3/06
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",3/24/06,3/06
Hudson,Wisconsin,44.9746896,-92.7568703,",","Hudson,Wisconsin",3/24/06,3/06
Columbus,Ohio,39.9622601,-83.0007065,",","Columbus,Ohio",3/24/06,3/06
Evans,Georgia,32.1613648,-81.8980725,",","Evans,Georgia",3/24/06,3/06
New York,New York,40.7127281,-74.0060152,",","New York,New York",3/24/06,3/06
Ft Myers,Florida,26.640628,-81.8723084,",","Ft Myers,Florida",3/25/06,3/06
Paso Robles,California,35.636876,-120.654502,",","Paso Robles,California",3/26/06,3/06
Lodi,California,38.134148,-121.272219,",","Lodi,California",3/30/06,3/06
Washington,Washington,38.8948932,-77.0365529,",","Washington,Washington",3/30/06,3/06
Doylestown,Pennsylvania,40.3011612,-75.103128,",","Doylestown,Pennsylvania",3/30/06,3/06
Bellevue,Washington,47.6144219,-122.1923372,",","Bellevue,Washington",3/31/06,3/06
Minden,Nevada,38.9542487,-119.7656174,",","Minden,Nevada",3/31/06,3/06
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",3/31/06,3/06
Enid,Oklahoma,36.3967623,-97.8791341,",","Enid,Oklahoma",3/31/06,3/06
Ft. Worth,Texas,32.753177,-97.3327459,",","Ft. Worth,Texas",3/31/06,3/06
Grand Prairie,Texas,32.657368,-97.0284662,",","Grand Prairie,Texas",3/31/06,3/06
Addison,Texas,32.9604305,-96.8302595,",","Addison,Texas",3/31/06,3/06
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",3/31/06,3/06
Shreveport,Louisiana,32.5221828,-93.7651944,",","Shreveport,Louisiana",3/31/06,3/06
Peoria,Illinois,40.6938609,-89.5891008,",","Peoria,Illinois",3/31/06,3/06
Highwood,Illinois,42.1997468,-87.8092335,",","Highwood,Illinois",3/31/06,3/06
Garfield Heights,Ohio,41.4169974,-81.6059581,",","Garfield Heights,Ohio",3/31/06,3/06
Casselberry,Florida,28.654276,-81.3237907,",","Casselberry,Florida",3/31/06,3/06
Charlotte,North Carolina,35.2271986,-80.843083,",","Charlotte,North Carolina",3/31/06,3/06
McMurray,Pennsylvania,40.2790046,-80.0838612,",","McMurray,Pennsylvania",3/31/06,3/06
Greensburg,Pennsylvania,40.3014581,-79.5389289,",","Greensburg,Pennsylvania",3/31/06,3/06
Cheektowaga,New York,42.8916763,-78.7747132,",","Cheektowaga,New York",3/31/06,3/06
Warrenton,Virginia,38.7135498,-77.795367,",","Warrenton,Virginia",3/31/06,3/06
Binghamton,New York,42.096968,-75.914341,",","Binghamton,New York",3/31/06,3/06
New York,New York,40.7127281,-74.0060152,",","New York,New York",3/31/06,3/06
ALHAMBRA,California,34.095287,-118.127015,",","ALHAMBRA,California",4/1/06,4/06
Nederland,Texas,29.9743803,-93.9923965,",","Nederland,Texas",4/1/06,4/06
Atlanta,Georgia,33.7490987,-84.3901849,",","Atlanta,Georgia",4/1/06,4/06
Valley Springs,California,38.191586,-120.829103,",","Valley Springs,California",4/2/06,4/06
Portland,Texas,27.8768086,-97.3233874,",","Portland,Texas",4/3/06,4/06
Lake Grove,New York,40.8528761,-73.1151102,",","Lake Grove,New York",4/6/06,4/06
Long Beach,California,33.77005,-118.19374,",","Long Beach,California",4/7/06,4/06
Anaheim,California,33.836593,-117.914301,",","Anaheim,California",4/7/06,4/06
San Diego,California,32.715738,-117.161084,",","San Diego,California",4/7/06,4/06
Ft. Worth,Texas,32.753177,-97.3327459,",","Ft. Worth,Texas",4/7/06,4/06
Grand Prairie,Texas,32.657368,-97.0284662,",","Grand Prairie,Texas",4/7/06,4/06
San Jose,California,37.338208,-121.886329,",","San Jose,California",4/8/06,4/06
Charlotte,North Carolina,35.2271986,-80.843083,",","Charlotte,North Carolina",4/13/06,4/06
Wenatchee,Washington,47.4234599,-120.3103494,",","Wenatchee,Washington",4/14/06,4/06
Simi Valley,California,34.269447,-118.781482,",","Simi Valley,California",4/14/06,4/06
Baytown,Texas,29.7355047,-94.9774274,",","Baytown,Texas",4/14/06,4/06
Nashville,Tennessee,36.1622296,-86.7743531,",","Nashville,Tennessee",4/14/06,4/06
Springfield,Massachusetts,42.1014831,-72.589811,",","Springfield,Massachusetts",4/14/06,4/06
Macon,Georgia,32.8406946,-83.6324022,",","Macon,Georgia",4/18/06,4/06
Cookeville,Tennessee,36.1623886,-85.4997057,",","Cookeville,Tennessee",4/19/06,4/06
San Jose,California,37.338208,-121.886329,",","San Jose,California",4/20/06,4/06
Santa Clarita,California,34.391664,-118.542586,",","Santa Clarita,California",4/21/06,4/06
Franklin,Tennessee,35.925193,-86.8689365,",","Franklin,Tennessee",4/21/06,4/06
Washington,Washington,38.8948932,-77.0365529,",","Washington,Washington",4/21/06,4/06
Concord,New Hampshire,43.207178,-71.537476,",","Concord,New Hampshire",4/21/06,4/06
Brighton,Colorado,39.9069907,-104.8374064,",","Brighton,Colorado",4/22/06,4/06
Ithaca,New York,42.4396039,-76.4968019,",","Ithaca,New York",4/23/06,4/06
Jacksonville,North Carolina,34.7494749,-77.4208221,",","Jacksonville,North Carolina",4/25/06,4/06
Antioch,California,38.004921,-121.805789,",","Antioch,California",4/28/06,4/06
Modesto,California,37.63926,-120.997001,",","Modesto,California",4/28/06,4/06
Pendleton,Oregon,45.672075,-118.7885967,",","Pendleton,Oregon",4/28/06,4/06
Farmington,New Mexico,36.7291152,-108.2054451,",","Farmington,New Mexico",4/28/06,4/06
Helotes,Texas,29.5635688,-98.6884208,",","Helotes,Texas",4/28/06,4/06
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",4/28/06,4/06
Marrero,Louisiana,29.8993723,-90.1003506,",","Marrero,Louisiana",4/28/06,4/06
Virginia Beach,Virginia,36.8529841,-75.9774183,",","Virginia Beach,Virginia",4/28/06,4/06
Old Saybrook,Connecticut,41.2917652,-72.3761956,",","Old Saybrook,Connecticut",4/28/06,4/06
Vancouver,Washington,45.6306954,-122.6744557,",","Vancouver,Washington",5/4/06,5/06
Beaverton,Oregon,45.4871723,-122.8037804,",","Beaverton,Oregon",5/5/06,5/06
Kirkland,Washington,47.6859573,-122.1920249,",","Kirkland,Washington",5/5/06,5/06
San Leandro,California,37.725766,-122.156855,",","San Leandro,California",5/5/06,5/06
Palm Desert,California,33.722245,-116.374456,",","Palm Desert,California",5/5/06,5/06
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",5/5/06,5/06
Tempe,Arizona,33.42551,-111.940005,",","Tempe,Arizona",5/5/06,5/06
Austin,Texas,30.2711286,-97.7436995,",","Austin,Texas",5/5/06,5/06
Liberty,Missouri,39.246479,-94.419079,",","Liberty,Missouri",5/5/06,5/06
Villa Park,Illinois,41.8891319,-87.9774854,",","Villa Park,Illinois",5/5/06,5/06
Homewood,Illinois,41.5573283,-87.6654739,",","Homewood,Illinois",5/5/06,5/06
Louisville,Kentucky,38.2542376,-85.759407,",","Louisville,Kentucky",5/5/06,5/06
Commerce,Georgia,32.4609764,-84.9877094,",","Commerce,Georgia",5/5/06,5/06
Franklin,Wisconsin,42.888627,-88.0384195,",","Franklin,Wisconsin",5/6/06,5/06
Ft Walton Beach,Florida,30.4057552,-86.618842,",","Ft Walton Beach,Florida",5/6/06,5/06
Delran,New Jersey,40.0179845,-74.9434846,",","Delran,New Jersey",5/6/06,5/06
Miami Shores,Florida,25.8631515,-80.1928253,",","Miami Shores,Florida",5/9/06,5/06
Novato,California,38.10742,-122.569703,",","Novato,California",5/12/06,5/06
San Jose,California,37.338208,-121.886329,",","San Jose,California",5/12/06,5/06
Apache Junction,Arizona,33.415048,-111.549578,",","Apache Junction,Arizona",5/12/06,5/06
Grand Junction,Colorado,39.063956,-108.5507317,",","Grand Junction,Colorado",5/12/06,5/06
Dallas,Texas,32.7762719,-96.7968559,",","Dallas,Texas",5/12/06,5/06
Olathe,Kansas,38.8838856,-94.81887,",","Olathe,Kansas",5/12/06,5/06
Independence,Missouri,39.0924792,-94.4137923,",","Independence,Missouri",5/12/06,5/06
Waite Park,Minnesota,45.5537128,-94.2334634,",","Waite Park,Minnesota",5/12/06,5/06
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",5/12/06,5/06
Noblesville,Indiana,40.0455918,-86.0085955,",","Noblesville,Indiana",5/12/06,5/06
New York,New York,40.7127281,-74.0060152,",","New York,New York",5/12/06,5/06
Woodbridge,Virginia,38.6581723,-77.2497049,",","Woodbridge,Virginia",5/13/06,5/06
Larkfield,California,38.514534,-122.757659,",","Larkfield,California",5/16/06,5/06
Rapid City,South Dakota,44.081176,-103.228006,",","Rapid City,South Dakota",5/19/06,5/06
Neenah,Wisconsin,44.1858193,-88.462609,",","Neenah,Wisconsin",5/19/06,5/06
New York,New York,40.7127281,-74.0060152,",","New York,New York",5/19/06,5/06
Atlanta,Georgia,33.7490987,-84.3901849,",","Atlanta,Georgia",5/20/06,5/06
Boulder,Colorado,40.0149856,-105.2705456,",","Boulder,Colorado",5/26/06,5/06
Parker,Colorado,39.5321091,-104.7873694,",","Parker,Colorado",5/26/06,5/06
Stevens Point,Wisconsin,44.5229223,-89.574111,",","Stevens Point,Wisconsin",5/26/06,5/06
Grand Rapids,Michigan,42.9632405,-85.6678639,",","Grand Rapids,Michigan",5/26/06,5/06
New York,New York,40.7127281,-74.0060152,",","New York,New York",5/26/06,5/06
North Las Vegas,Nevada,36.2005843,-115.1215844,",","North Las Vegas,Nevada",5/27/06,5/06
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",5/27/06,5/06
Milwaukee,Wisconsin,43.0349931,-87.922497,",","Milwaukee,Wisconsin",5/27/06,5/06
San Carlos,California,37.507159,-122.260522,",","San Carlos,California",5/30/06,5/06
Lindsay,California,36.203006,-119.08816,",","Lindsay,California",6/2/06,6/06
San Diego,California,32.715738,-117.161084,",","San Diego,California",6/2/06,6/06
Denver,Colorado,39.7392364,-104.9848623,",","Denver,Colorado",6/2/06,6/06
Crosby,Texas,33.5778818,-101.2855737,",","Crosby,Texas",6/2/06,6/06
Galveston,Texas,29.299328,-94.7945882,",","Galveston,Texas",6/2/06,6/06
Sacramento,California,38.581572,-121.4944,",","Sacramento,California",6/3/06,6/06
Carlisle,Pennsylvania,40.201499,-77.1890783,",","Carlisle,Pennsylvania",6/3/06,6/06
Vista,California,33.200037,-117.242536,",","Vista,California",6/4/06,6/06
Honolulu,Hawaii,21.304547,-157.8556764,",","Honolulu,Hawaii",6/6/06,6/06
San Francisco,California,37.774929,-122.419416,",","San Francisco,California",6/9/06,6/06
Prineville,Oregon,44.2998261,-120.834972,",","Prineville,Oregon",6/9/06,6/06
Los Angeles,California,34.052234,-118.243685,",","Los Angeles,California",6/9/06,6/06
La Grande,Oregon,45.3246068,-118.0878695,",","La Grande,Oregon",6/9/06,6/06
Spokane,Washington,47.6571104,-117.2613936,",","Spokane,Washington",6/9/06,6/06
Lakewood,Colorado,39.6246085,-105.084204,",","Lakewood,Colorado",6/9/06,6/06
Broomfield,Colorado,39.9203827,-105.0691464,",","Broomfield,Colorado",6/9/06,6/06
Oswego,Illinois,41.6789932,-88.3550216,",","Oswego,Illinois",6/9/06,6/06
Bloomington,Indiana,39.1670396,-86.5342881,",","Bloomington,Indiana",6/9/06,6/06
Newport News,Virginia,36.9786449,-76.4321089,",","Newport News,Virginia",6/9/06,6/06
Fairfield,Connecticut,41.2943069,-73.37486,",","Fairfield,Connecticut",6/9/06,6/06
Milford,Connecticut,41.2222218,-73.0570603,",","Milford,Connecticut",6/9/06,6/06
Bloomfield,Connecticut,41.826488,-72.7300945,",","Bloomfield,Connecticut",6/9/06,6/06
Mobile,Alabama,30.695366,-88.039891,",","Mobile,Alabama",6/14/06,6/06
Warminster,Pennsylvania,40.2045407,-75.1033615,",","Warminster,Pennsylvania",6/15/06,6/06
Hayward,California,37.668767,-122.080996,",","Hayward,California",6/16/06,6/06
League City,Texas,29.5074538,-95.0949303,",","League City,Texas",6/16/06,6/06
Cedar Rapids,Iowa,41.9758872,-91.6704053,",","Cedar Rapids,Iowa",6/16/06,6/06
Jackson,Mississippi,32.2990384,-90.1847691,",","Jackson,Mississippi",6/16/06,6/06
Gallatin,Tennessee,36.3883031,-86.4475898,",","Gallatin,Tennessee",6/16/06,6/06
Warren,Ohio,39.4203978,-84.180897,",","Warren,Ohio",6/16/06,6/06
Burlington,North Carolina,36.0956918,-79.4377991,",","Burlington,North Carolina",6/16/06,6/06
Clinton,Maryland,38.7651145,-76.8983059,",","Clinton,Maryland",6/16/06,6/06
Brooklyn,New York,40.6501038,-73.9495823,",","Brooklyn,New York",6/16/06,6/06
Tuckahoe,New York,40.9503764,-73.827356,",","Tuckahoe,New York",6/16/06,6/06
Ritzville,Washington,47.1268749,-118.37695,",","Ritzville,Washington",6/16/06,6/06
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",6/17/06,6/06
Wellington,Florida,26.6379988,-80.2559078,",","Wellington,Florida",6/17/06,6/06
Fayetteville,North Carolina,35.0525759,-78.878292,",","Fayetteville,North Carolina",6/17/06,6/06
Elk Grove,California,38.408799,-121.371618,",","Elk Grove,California",6/22/06,6/06
Washington,Washington,38.8948932,-77.0365529,",","Washington,Washington",6/22/06,6/06
Eagle River,Alaska,61.329319,-149.56805,",","Eagle River,Alaska",6/23/06,6/06
Rocklin,California,38.790734,-121.235783,",","Rocklin,California",6/23/06,6/06
Glendora,California,34.142508,-118.255075,",","Glendora,California",6/23/06,6/06
Hesperia,California,34.426389,-117.300878,",","Hesperia,California",6/23/06,6/06
Champaign,Illinois,40.1164205,-88.2433829,",","Champaign,Illinois",6/23/06,6/06
Foley,Alabama,30.406587,-87.683597,",","Foley,Alabama",6/23/06,6/06
Elkhart,Indiana,41.6012796,-85.8590603,",","Elkhart,Indiana",6/23/06,6/06
Louisville,Kentucky,38.2542376,-85.759407,",","Louisville,Kentucky",6/23/06,6/06
Fishkill,New York,41.5355745,-73.898702,",","Fishkill,New York",6/23/06,6/06
Mountain View,California,37.386052,-122.083851,",","Mountain View,California",6/24/06,6/06
Mountain View,California,37.386052,-122.083851,",","Mountain View,California",6/24/06,6/06
Greenville,South Carolina,34.851354,-82.3984882,",","Greenville,South Carolina",6/24/06,6/06
Ft Myers,Florida,26.640628,-81.8723084,",","Ft Myers,Florida",6/24/06,6/06
Redlands,California,34.055569,-117.182538,",","Redlands,California",6/26/06,6/06
American Canyon,California,38.174918,-122.260804,",","American Canyon,California",6/28/06,6/06
Edmonds,Washington,47.8105738,-122.3774952,",","Edmonds,Washington",6/30/06,6/06
Shoreline,Washington,47.7558829,-122.3410427,",","Shoreline,Washington",6/30/06,6/06
Covington,Washington,47.3657791,-122.100222,",","Covington,Washington",6/30/06,6/06
Fowler,California,36.630506,-119.67847,",","Fowler,California",6/30/06,6/06
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",6/30/06,6/06
Flagstaff,Arizona,35.198284,-111.651302,",","Flagstaff,Arizona",6/30/06,6/06
Sioux Falls,South Dakota,43.5499749,-96.700327,",","Sioux Falls,South Dakota",6/30/06,6/06
Houston,Texas,31.3378465,-95.390805,",","Houston,Texas",6/30/06,6/06
Little Rock,Arkansas,34.746481,-92.289595,",","Little Rock,Arkansas",6/30/06,6/06
Cedar Rapids,Iowa,41.9758872,-91.6704053,",","Cedar Rapids,Iowa",6/30/06,6/06
OFallon,Missouri,38.7910374,-90.7039107,",","OFallon,Missouri",6/30/06,6/06
Decatur,Illinois,39.8454163,-88.9524151,",","Decatur,Illinois",6/30/06,6/06
Chicago,Illinois,41.8755616,-87.6244212,",","Chicago,Illinois",6/30/06,6/06
Massillon,Ohio,40.7967244,-81.5215093,",","Massillon,Ohio",6/30/06,6/06
Pittsburgh,Pennsylvania,40.4416941,-79.9900861,",","Pittsburgh,Pennsylvania",6/30/06,6/06
Washington,Washington,38.8948932,-77.0365529,",","Washington,Washington",6/30/06,6/06
Harrisburg,Pennsylvania,40.2663107,-76.8861122,",","Harrisburg,Pennsylvania",6/30/06,6/06
Lake Placid,New York,44.279621,-73.979874,",","Lake Placid,New York",6/30/06,6/06
Los Gatos,California,37.235808,-121.962375,",","Los Gatos,California",7/1/06,7/06
Newberry,Florida,29.6463535,-82.6065023,",","Newberry,Florida",7/1/06,7/06
Winter Park,Florida,28.6000625,-81.3427438,",","Winter Park,Florida",7/1/06,7/06
York,Pennsylvania,39.962398,-76.727392,",","York,Pennsylvania",7/1/06,7/06
Vernon Hills,Illinois,42.2204892,-87.9803604,",","Vernon Hills,Illinois",7/2/06,7/06
Fremont,California,37.54854,-121.988583,",","Fremont,California",7/5/06,7/06
Augusta,Georgia,33.4709714,-81.9748429,",","Augusta,Georgia",7/6/06,7/06
Adelanto,California,34.58277,-117.409215,",","Adelanto,California",7/7/06,7/06
San Antonio,Texas,29.4246002,-98.4951405,",","San Antonio,Texas",7/7/06,7/06
Savage,Minnesota,44.7779041,-93.3356204,",","Savage,Minnesota",7/7/06,7/06
Milwaukee,Wisconsin,43.0349931,-87.922497,",","Milwaukee,Wisconsin",7/7/06,7/06
Marysville,Ohio,40.2364486,-83.3671432,",","Marysville,Ohio",7/7/06,7/06
Las Vegas,Nevada,36.1672559,-115.1485163,",","Las Vegas,Nevada",7/8/06,7/06
Bedford,Massachusetts,42.4917301,-71.2817947,",","Bedford,Massachusetts",7/10/06,7/06
Federal Way,Washington,47.313494,-122.3393103,",","Federal Way,Washington",7/14/06,7/06
Dayton,Nevada,39.2371689,-119.59295,",","Dayton,Nevada",7/14/06,7/06
Riverton,Utah,40.5220027,-111.9391003,",","Riverton,Utah",7/14/06,7/06
Austin,Texas,30.2711286,-97.7436995,",","Austin,Texas",7/14/06,7/06
McKinney,Texas,33.1976496,-96.6154471,",","McKinney,Texas",7/14/06,7/06
Lexington,Kentucky,38.0464066,-84.4970393,",","Lexington,Kentucky",7/14/06,7/06
Hingham,Massachusetts,42.2417669,-70.8897676,",","Hingham,Massachusetts",7/14/06,7/06
San Mateo,California,37.562992,-122.325525,",","San Mateo,California",7/15/06,7/06
Loganville,Georgia,33.8389977,-83.9007382,",","Loganville,Georgia",7/15/06,7/06
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",7/19/06,7/06
Miami,Florida,25.7742658,-80.1936589,",","Miami,Florida",7/20/06,7/06
Rowlett,Texas,32.9029017,-96.56388,",","Rowlett,Texas",7/21/06,7/06
Fayetteville,Arkansas,36.082156,-94.171854,",","Fayetteville,Arkansas",7/21/06,7/06
Eau Claire,Wisconsin,44.811349,-91.4984941,",","Eau Claire,Wisconsin",7/21/06,7/06
Brentwood,Missouri,38.6175522,-90.3492829,",","Brentwood,Missouri",7/21/06,7/06
Louisville,Kentucky,38.2542376,-85.759407,",","Louisville,Kentucky",7/21/06,7/06
Battle Creek,Michigan,42.3192548,-85.1824269,",","Battle Creek,Michigan",7/21/06,7/06
Warren,Michigan,42.4932575,-83.0062746,",","Warren,Michigan",7/21/06,7/06
Allentown,Pennsylvania,40.6022059,-75.4712794,",","Allentown,Pennsylvania",7/21/06,7/06
Kapolei,Hawaii,21.3339504,-158.0771853,",","Kapolei,Hawaii",7/22/06,7/06
Hickory,North Carolina,35.7333312,-81.3442915,",","Hickory,North Carolina",7/22/06,7/06
Daly City,California,37.687924,-122.470208,",","Daly City,California",7/24/06,7/06
Woodland Hills,California,34.0536909,-118.2427666,",","Woodland Hills,California",7/25/06,7/06
Cloverdale,California,38.805462,-123.017223,",","Cloverdale,California",7/28/06,7/06
Ojai,California,34.44805,-119.242889,",","Ojai,California",7/28/06,7/06
Riverside,California,33.980601,-117.375494,",","Riverside,California",7/28/06,7/06
Carlsbad,California,33.158093,-117.350594,",","Carlsbad,California",7/28/06,7/06
Murrieta,California,33.553914,-117.213923,",","Murrieta,California",7/28/06,7/06
Rogers,Arkansas,36.33202,-94.118537,",","Rogers,Arkansas",7/28/06,7/06
Columbia,Maryland,39.2156213,-76.8582049,",","Columbia,Maryland",7/28/06,7/06
Plattsburgh,New York,44.69282,-73.45562,",","Plattsburgh,New York",7/28/06,7/06
Concord,North Carolina,35.4093772,-80.5797416,",","Concord,North Carolina",7/29/06,7/06
Boca Raton,Florida,26.3586885,-80.0830984,",","Boca Raton,Florida",7/29/06,7/06
Jackson,Michigan,42.2416466,-84.425589,",","Jackson,Michigan",7/30/06,7/06
Wilkes-Barre,Pennsylvania,41.2464824,-75.8817316,",","Wilkes-Barre,Pennsylvania",8/1/06,8/06
Round Rock,Texas,30.508235,-97.6788934,",","Round Rock,Texas",8/3/06,8/06
Tustin,California,33.742001,-117.823639,",","Tustin,California",8/4/06,8/06
Ontario,California,34.063344,-117.650888,",","Ontario,California",8/4/06,8/06
Phoenix,Arizona,33.448377,-112.074037,",","Phoenix,Arizona",8/4/06,8/06
Dekalb,Illinois,41.8903447,-88.7713953,",","Dekalb,Illinois",8/4/06,8/06
Streamwood,Illinois,42.0255827,-88.1784085,",","Streamwood,Illinois",8/4/06,8/06
